unit_id,connection_type,technology,tier,rsp,state_or_territory,geography,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
119832358,NBN,Fibre to the Premises,100/20 Mbps,Superloop,NT + SA,Major Rural,FALSE,FALSE,c8:7xxxxxx,107.96,98.02,108.68,107.13,98.98,108.67,18.77,15.3,19.02,18.78,16.96,18.97,21.04,20.89,24.1,21.18,20.89,22.86,0
81801769,NBN,Fibre to the Premises,100/20 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,f8:axxxxxx,91.03,23.02,93.62,89.53,28.19,93.62,18.76,17.93,18.89,18.77,18.5,18.82,3.58,2.99,13.14,5.94,2.99,11.88,0
114331433,NBN,Hybrid Fibre Coaxial,250/25 Mbps,Superloop,VIC,Urban,FALSE,FALSE,10:1xxxxxx,271.69,256.35,273.27,271.55,256.35,272.59,23.6,23.46,23.7,23.6,23.53,23.7,9,8.58,9.77,9,8.8,9.41,0
1028906,NBN,Fibre to the Premises,50/20 Mbps,iiNet,VIC,Urban,FALSE,FALSE,2c:3xxxxxx,53.59,46,53.98,53.45,47.54,53.97,18.97,18.77,19.01,18.96,18.77,19,2.27,2.2,4.15,2.25,2.21,3.01,0
4991277,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,80:2xxxxxx,53.39,40.24,54.21,53.17,43.13,54.21,18.56,17.82,19.32,18.51,17.83,19.08,10.36,10.21,10.65,10.32,10.21,10.55,0.06
3881005,NBN,Fibre to the Premises,250/25 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,d0:dxxxxxx,266.52,245.91,267.04,266.04,245.91,266.89,23.68,23.23,23.77,23.68,23.23,23.75,6.07,3.83,8.06,6.17,3.84,7.97,0
5071917,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,Urban,TRUE,FALSE,f8:cxxxxxx,41.9,25.95,44.17,41.9,37.81,44.13,12.16,10.38,12.9,12.16,11.18,12.77,11,8.56,16.77,10.81,9.68,13,0
39486509,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Other RSPs,NT + SA,Urban,FALSE,FALSE,74:fxxxxxx,931.05,872,937.2,930.24,872,937.2,46.86,45.57,48.43,46.81,46.39,47.99,18.05,17.55,19.61,18.06,17.55,19.56,0
24029229,NBN,Fibre to the Curb,100/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,08:bxxxxxx,107.13,95.03,108.08,106.82,97.05,107.91,18.82,18.5,18.9,18.82,18.59,18.9,5.02,4.85,6.69,4.99,4.87,5.45,0
2211119,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,18:fxxxxxx,934.5,927.35,936.35,934.32,928.67,936.31,47.35,46.91,47.44,47.36,47.29,47.41,1.77,1.66,1.92,1.74,1.71,1.81,0
126632752,NBN,Fibre to the Node,100/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,34:6xxxxxx,82.14,44.23,86.12,82.13,62.92,86.08,18.95,18.41,19.11,18.95,18.63,19.01,6.24,4.48,12.56,6.41,4.48,9.21,0.03
42617393,NBN,Fibre to the Premises,100/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,3c:5xxxxxx,108.19,73.95,110.54,107.96,92.01,109.3,18.52,16.4,18.67,18.53,17.93,18.64,3.07,2.76,5.28,3.03,2.82,3.81,0.13
39357233,NBN,Fibre to the Premises,50/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,50:9xxxxxx,53,30.84,54.2,52.64,40.4,53.73,18.92,18.36,19.55,18.91,18.53,18.94,2.26,2.16,5.84,2.27,2.17,2.78,0.17
128844853,NBN,Fibre to the Premises,250/100 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,24:5xxxxxx,251.92,203.87,254.22,251.81,225.28,254.16,91.59,88.65,91.78,91.58,90.88,91.75,1.65,1.4,4.74,1.61,1.41,1.7,0
107095861,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,d8:5xxxxxx,911.47,721.2,934.76,902.49,721.2,932.33,47.01,28.64,47.8,46.32,28.64,47.78,2.57,2.42,3.9,2.55,2.42,3.64,0.03
53499189,NBN,Fibre to the Premises,250/25 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,b0:axxxxxx,271.71,248.3,273.35,271.59,266.2,273.35,23.67,23.27,23.8,23.66,23.54,23.74,2.19,1.37,2.5,2.08,1.44,2.43,0
119832373,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,58:1xxxxxx,926.79,577.01,934.59,926.29,911.08,933.31,47.37,46.61,47.5,47.34,46.87,47.43,2.39,2.22,2.72,2.43,2.23,2.68,0
48464437,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,TAS,Minor Rural,FALSE,FALSE,24:4xxxxxx,133.95,3.43,144.39,134.49,18.91,144.39,17.18,10.55,22.36,14.37,10.55,19.97,46.36,39.86,94.43,46.22,39.86,51.22,0.08
4114229,NBN,Fibre to the Node,75/20 Mbps,Aussie Broadband,TAS,Minor Rural,FALSE,FALSE,78:8xxxxxx,75.43,70.57,75.86,75.52,73.96,75.86,18.83,18.3,18.95,18.82,18.36,18.94,16.58,15.54,19.51,16.81,15.55,19.43,0
2219317,NBN,Fibre to the Premises,50/20 Mbps,Exetel,VIC,Major Rural,FALSE,FALSE,c0:fxxxxxx,52.87,28.27,54.46,52.03,45,54.46,18.82,18.31,18.9,18.77,18.31,18.89,3.85,3.76,5.11,3.99,3.77,5.11,0
1194551,NBN,Hybrid Fibre Coaxial,100/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,f8:cxxxxxx,106.67,85.33,108.29,105.71,85.33,108.29,18.74,16.88,19.54,18.79,18.35,19.32,8.67,8.38,33.09,8.84,8.41,16.69,0.06
1188409,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,34:3xxxxxx,47,32.52,49.05,46.93,42.46,49.02,9.62,9.37,9.86,9.62,9.4,9.86,10.75,8.8,16.18,10.75,10.11,12.29,0
97560377,NBN,Fibre to the Premises,250/25 Mbps,Optus,VIC,Urban,FALSE,FALSE,88:0xxxxxx,270.48,112.19,273.28,267.98,119.37,273.28,23.5,11.66,23.73,23.51,22.72,23.7,3.01,2.67,5.34,3,2.84,4.9,0
117265210,Non-NBN fixed line services,Fibre to the Premises,100/40 Mbps,,VIC,,FALSE,FALSE,34:exxxxxx,108.23,87.12,111.9,109.88,102.27,111.19,36.88,36.47,37,36.85,36.71,36.94,3.37,3.01,5.46,3.35,3.01,5.16,0
42617405,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,9c:axxxxxx,103.93,89.42,105.68,103.86,90.95,105.46,36.13,29.23,36.59,35.85,29.23,36.48,7.95,7.7,10.33,7.92,7.71,8.37,0.03
97560381,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,f8:cxxxxxx,43.19,26.34,46.3,41.65,27.2,46.26,9.45,8.87,10.24,9.41,9.11,10.07,12.21,9.45,20.98,12.79,11.5,18.19,0
1029437,NBN,Fibre to the Node,50/20 Mbps,Superloop,VIC,Major Rural,FALSE,FALSE,d2:2xxxxxx,39.68,10.11,42.07,39.36,27.55,42.05,11.8,11.27,11.99,11.8,11.27,11.91,13.44,10.83,30.55,13.4,12.1,14.12,0
102021949,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,7c:1xxxxxx,53.33,35.35,53.47,53.13,35.35,53.45,18.86,3.21,18.91,18.87,18.84,18.9,8.12,7.85,8.81,8.11,7.85,8.37,0.06
56963137,NBN,Fibre to the Node,100/20 Mbps,Launtel,TAS,Urban,TRUE,TRUE,bc:3xxxxxx,48.84,24.49,50.98,49.67,41.73,50.93,14.85,13.42,15.42,15.03,13.92,15.41,17.48,13.96,25.85,17.27,16.02,20.98,0
81886017,Non-NBN fixed line services,Fibre to the Premises,100/40 Mbps,,VIC,,FALSE,TRUE,78:4xxxxxx,62.72,28.78,69.79,62.12,36.33,69.55,20.4,9.03,26.98,18.54,9.51,25.63,4.4,3.82,39.21,4.43,3.98,7.94,0
1188419,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,00:1xxxxxx,843.98,94.12,872.99,851.8,780.28,871.03,47.37,44.85,47.48,47.37,47.17,47.47,2.04,1.93,7.18,2.02,1.94,2.61,0
2219335,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Aussie Broadband,TAS,Major Rural,FALSE,FALSE,10:1xxxxxx,926.87,589.97,937.06,918.12,653.78,936.77,47.4,46.85,47.54,47.37,46.88,47.54,15.65,15.59,19.22,15.62,15.59,15.68,0
110762824,NBN,Fibre to the Node,100/20 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,00:5xxxxxx,77.61,44.72,78.32,77.2,63.57,78.22,16.73,14.8,16.95,16.65,14.8,16.88,9.02,5.46,13.68,9.74,7.47,13.68,0.42
4114249,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,76:axxxxxx,805.49,44.68,932.13,782.43,44.68,931.53,44.84,3.22,47.8,42.74,33.13,47.71,8.51,7.85,52.59,9.21,8,52.59,0.06
23580745,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,72:axxxxxx,892.53,526.38,931.72,889.58,583.83,931.28,46.92,43.83,47.27,46.93,46.18,47.13,2.19,2.06,4.67,2.18,2.07,2.63,0.16
1027914,NBN,Fibre to the Premises,100/20 Mbps,Dodo & iPrimus,VIC,Major Rural,FALSE,FALSE,90:8xxxxxx,107.23,97.27,108.78,107,99.03,107.52,18.86,18.65,18.92,18.85,18.65,18.92,2.94,2.74,3.59,2.9,2.79,3.54,0
6986317,NBN,Fibre to the Premises,100/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,e0:3xxxxxx,104.99,64.15,107.09,103.43,81.29,106.71,18.88,17.03,19.05,18.76,17.03,19,2.1,1.86,3.44,2.11,1.86,2.81,0
23084113,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,54:axxxxxx,931.25,790.18,935.68,928.02,790.18,934.53,47.27,45.1,47.66,47.28,46.54,47.47,8.06,7.69,9.78,8.11,7.71,8.95,0.1
103959633,NBN,Fibre to the Premises,50/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,9c:axxxxxx,53.25,29.21,53.9,53.25,29.21,53.9,16.92,16.17,17.28,16.93,16.33,17.16,6.38,5.75,9.36,6.4,5.77,7.57,0
95590481,NBN,Fibre to the Node,25/5 Mbps,Dodo & iPrimus,VIC,Remote,FALSE,FALSE,84:bxxxxxx,26.11,16.98,26.51,25.95,17.93,26.51,4.7,4.4,4.8,4.7,4.61,4.75,12.36,9.21,16.92,12.03,9.22,16.92,0
1029459,NBN,Fibre to the Node,100/20 Mbps,Telstra,VIC,Urban,TRUE,FALSE,a4:9xxxxxx,82.06,19.74,84.07,80.54,19.74,84.07,19.03,15.96,19.35,19.01,18.77,19.17,11.86,8.54,24.69,11.8,9.89,13.07,0
48464213,NBN,Fibre to the Premises,100/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,70:axxxxxx,86.39,53.53,99.75,84.47,57.96,98.18,18.33,16.82,18.47,18.3,16.82,18.45,3.59,3.08,4.58,3.57,3.08,3.98,0
95590485,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,VIC,Remote,FALSE,FALSE,d4:6xxxxxx,137.97,112.76,141.92,137.55,120.26,141.4,18.29,8.05,21.81,16.47,8.05,20.16,42.78,36.67,307.36,46.06,38.19,118.25,0.03
2521431,NBN,Fibre to the Premises,50/20 Mbps,Optus,NT + SA,Urban,FALSE,FALSE,24:2xxxxxx,54.28,44.82,55.17,52.85,44.82,55.11,18.76,17.99,19.01,18.66,18.04,18.82,12.21,11.66,15.38,12.26,12.01,15.38,0
110762840,NBN,Fibre to the Premises,100/20 Mbps,Dodo & iPrimus,NT + SA,Urban,FALSE,FALSE,b0:6xxxxxx,107.12,78.87,108.71,106.61,78.87,107.49,18.83,17.95,18.91,18.84,18.74,18.9,14.28,12.34,16.37,14.28,14.12,14.4,0
1027928,NBN,Fibre to the Premises,100/40 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,10:1xxxxxx,91.22,45.05,98.1,86.44,45.05,97.23,37.54,34.97,37.94,37.52,34.97,37.94,18.49,10.05,31.92,18.79,10.17,30.57,0
1028696,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,cc:fxxxxxx,99.63,86.19,107.89,99.71,90.53,106.79,18.89,17.35,19.22,18.91,18.72,19.07,1.94,1.87,2.09,1.92,1.87,1.95,0
93458521,NBN,Fibre to the Curb,50/20 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,6c:cxxxxxx,53.59,41.6,54.05,53.65,50.37,53.99,18.84,18.72,18.9,18.84,18.75,18.89,5.94,5.86,6.48,5.97,5.86,6.19,0.16
1188441,NBN,Fibre to the Premises,100/20 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,84:bxxxxxx,107.05,70.46,108.44,107.17,106.38,107.35,18.75,18.04,18.86,18.65,18.19,18.83,2.88,2.67,3.32,2.85,2.74,3.2,0
23084121,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Optus,VIC,Urban,FALSE,FALSE,ec:bxxxxxx,108.76,94.34,110.16,108.2,94.34,109.31,37.44,36.78,37.91,37.43,37.01,37.68,10.52,9.32,12.16,10.55,9.32,12.16,0
106456153,NBN,Fibre to the Premises,250/25 Mbps,Exetel,NT + SA,Urban,FALSE,FALSE,7a:4xxxxxx,268.91,13.22,271.43,265.62,13.22,271.19,23.5,22.53,23.63,23.52,23.19,23.6,10.2,10.14,16.63,10.29,10.14,16.63,0
6986329,NBN,Fibre to the Premises,50/20 Mbps,Superloop,VIC,Urban,FALSE,FALSE,28:bxxxxxx,54.12,41.49,55.51,53.77,41.49,54.47,18.94,18.58,19,18.92,18.64,18.99,2.01,1.91,3.01,1.98,1.91,2.03,0
6986585,NBN,Fibre to the Premises,100/40 Mbps,Launtel,VIC,Urban,FALSE,FALSE,cc:2xxxxxx,98.6,0,106.18,97.25,58.16,105.5,36.02,28.65,36.9,34.66,28.65,36.9,3.07,2.39,299.41,4.92,2.43,20.64,0.19
2521435,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,9e:0xxxxxx,916.72,445.73,947.11,914.54,445.73,943.2,47.28,42.29,47.45,47.22,42.29,47.41,7.98,7.52,8.86,7.98,7.64,8.65,0
126126683,NBN fixed wireless,Fixed Wireless,25/5 Mbps,,TAS,Remote,FALSE,FALSE,10:6xxxxxx,24.64,15.25,25.88,24.5,15.25,25.88,4.64,2.87,4.88,4.48,2.97,4.75,35.39,32.05,59.75,36.05,32.05,59.75,0.03
2211163,NBN,Fibre to the Premises,250/25 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,20:2xxxxxx,269.55,226.81,274.87,268.48,229.93,274.87,23.17,3.63,23.74,23.07,19.61,23.72,2.34,1.85,15.81,2.21,2.08,5.69,0.16
118488411,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,Major Rural,FALSE,FALSE,d4:9xxxxxx,53.41,21.9,55.32,53.78,38.82,55.32,15.5,7.82,17.31,15.28,7.82,17.31,12.54,11.03,16.57,12.32,11.07,14.82,0
61545053,NBN,Fibre to the Premises,50/20 Mbps,Exetel,NT + SA,Urban,FALSE,FALSE,cc:fxxxxxx,50.11,36.58,53.11,50.25,45.72,53.04,17.93,17.4,18.46,17.92,17.78,18.11,11.56,11.24,12.32,11.58,11.29,12.32,0
1188445,NBN,Fibre to the Premises,100/20 Mbps,iiNet,VIC,Urban,FALSE,FALSE,b0:exxxxxx,100.05,67.84,107.02,99.72,67.84,107.02,18.69,12.99,19.14,18.74,15.41,19.05,6.21,5.65,20.71,6.26,5.66,7.51,0
4991069,NBN,Fibre to the Node,50/20 Mbps,iiNet,NT + SA,Urban,FALSE,FALSE,34:3xxxxxx,48.87,17.37,52.91,49,45.58,52.85,18.66,11.21,19.03,18.61,15.78,18.95,18.12,14.91,22.29,18.38,14.91,22.15,1.39
6432353,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,10:1xxxxxx,53.57,47.38,54.21,53.42,50.25,54.06,18.95,18.61,19.15,18.94,18.65,19.01,8.71,7.87,10.55,8.75,7.89,9.62,0
55458401,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 50/10,,VIC,Remote,FALSE,FALSE,28:8xxxxxx,66.59,14.59,80.81,66.08,16.92,80.3,5.56,2.77,8.97,5.04,2.77,6.68,33.3,31.81,37.1,33.52,32.28,37.1,0.1
106456161,NBN,Fibre to the Premises,100/40 Mbps,Exetel,TAS,Urban,FALSE,FALSE,d8:bxxxxxx,105.25,70.68,108.91,104.07,80.75,108.78,37.57,36.09,37.77,37.44,36.09,37.73,11.37,11.27,12.3,11.31,11.27,11.36,0
102021985,NBN,Fibre to the Premises,250/25 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,48:bxxxxxx,268.36,241.35,272.71,267.7,241.35,272.71,23.58,22.03,23.73,23.53,22.03,23.69,5.73,3.51,8.55,5.87,3.54,7.69,0.19
55105377,NBN,Hybrid Fibre Coaxial,50/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,d8:4xxxxxx,53.37,45.19,53.67,53.13,45.19,53.67,18.79,18.45,18.87,18.8,18.75,18.87,8.78,8.65,9.29,8.77,8.65,8.98,1.39
1028708,NBN,Fibre to the Node,50/20 Mbps,Superloop,VIC,Urban,FALSE,FALSE,a4:fxxxxxx,53.84,40.64,54.46,53.71,45.34,54.46,5.44,4.74,5.68,5.43,4.95,5.6,11.49,9.09,18.85,11.7,9.52,15.59,0.1
4991077,NBN,Fibre to the Premises,100/20 Mbps,Other RSPs,NT + SA,Urban,FALSE,FALSE,7c:1xxxxxx,92.54,17.14,96.77,88.56,17.14,96.77,18.78,16.59,18.92,18.81,18.64,18.88,13.24,12.93,50.89,14.92,12.98,50.89,0
56963173,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Launtel,VIC,Urban,FALSE,FALSE,fc:3xxxxxx,915.47,686.28,923.31,912.17,686.28,921.66,45.87,44.99,46.09,45.84,44.99,45.99,2.79,2.58,3.06,2.81,2.59,2.99,0
1194597,NBN,Fibre to the Premises,50/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,d4:3xxxxxx,54.41,0.25,55.28,54.09,41.53,55.16,19.07,0.24,19.38,19.06,18.77,19.31,1.99,1.88,2.5,1.98,1.89,2.5,0
116723817,NBN,Fibre to the Premises,250/25 Mbps,Exetel,VIC,Urban,FALSE,FALSE,c8:7xxxxxx,271.32,253.23,272.75,270.91,263.05,272.02,23.66,23.24,23.76,23.62,23.24,23.71,4.71,4.64,6.44,4.71,4.64,5.7,0
48464233,NBN,Fibre to the Node,12/1 Mbps,TPG,TAS,Urban,FALSE,FALSE,28:8xxxxxx,11.92,4.73,12.13,11.79,8.31,12.12,0.98,0.89,1.07,0.98,0.9,1.06,18.97,18.81,50.81,19.71,18.81,50.81,1.58
48464489,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,a4:9xxxxxx,98.28,53.03,109.3,97.33,53.03,109.3,18.27,4.54,19.01,18.28,4.54,19.01,9.95,9.33,18.01,10.12,9.34,18.01,0
2219369,NBN,Fibre to the Node,100/40 Mbps,Superloop,NT + SA,Urban,FALSE,FALSE,a4:9xxxxxx,97.53,73.64,98.34,97.09,85.04,98.26,37.9,37.16,38.06,37.84,37.16,38.03,19.64,16.48,21.54,19.55,17.37,20.89,0
134674281,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,TAS,Major Rural,FALSE,FALSE,74:fxxxxxx,94.17,81.11,97.05,94.19,88.68,95.12,7.3,4.28,9.12,6.83,5.46,7.73,38.23,35.77,47.63,38.18,37.1,41.42,0.03
124438635,Non-NBN fixed line services,Fibre to the Premises,50/20 Mbps,,VIC,,FALSE,FALSE,1c:6xxxxxx,52.83,46.64,53.33,52.67,46.64,53.31,19.28,18.49,20.16,19.31,18.74,20.16,3.59,3.43,5.62,3.59,3.46,4.21,0.03
1028716,NBN,Fibre to the Premises,50/20 Mbps,TPG,TAS,Urban,FALSE,FALSE,28:8xxxxxx,52.9,35.84,53.82,51.99,36.14,53.82,16.62,16.05,16.85,16.65,16.3,16.85,16.15,16.05,19.17,16.18,16.05,17.06,0
1188461,NBN,Fibre to the Premises,250/25 Mbps,Telstra,VIC,Urban,FALSE,FALSE,a0:bxxxxxx,272.58,103.19,274.6,270.63,103.19,274.6,23.8,22.68,24.11,23.83,23.67,24.11,5.02,4.37,11.56,5.11,4.38,11.56,0
2227313,NBN,Fibre to the Node,100/20 Mbps,Other RSPs,TAS,Major Rural,TRUE,TRUE,d0:dxxxxxx,54.42,26.96,56.72,52.83,26.96,56.65,15.02,13,15.45,15.11,14.34,15.45,23.83,21,31.27,24.63,22.16,29.03,2.81
23580789,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,e8:fxxxxxx,54.52,47.4,54.86,54.43,50.73,54.84,18.95,18.53,19.02,18.94,18.53,19.02,8.86,8.29,9.97,8.87,8.74,9.3,0
2227317,NBN,Fibre to the Premises,100/40 Mbps,iiNet,TAS,Urban,FALSE,FALSE,44:4xxxxxx,105.35,48.76,108.14,102.98,48.76,108.03,37.95,36.2,38.98,37.88,37.12,38.73,13.72,13.38,15.61,13.94,13.38,15.4,0.03
106456185,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,9c:5xxxxxx,934.5,451.69,936.74,921.46,451.69,936.74,47.43,47.36,47.48,47.43,47.4,47.47,2.1,2.03,4.66,2.15,2.05,4.66,0
30048377,NBN,Fibre to the Node,50/20 Mbps,iiNet,NT + SA,Urban,FALSE,FALSE,08:bxxxxxx,52.87,36.28,53.61,52.04,40.38,53.51,18.81,18.2,19.09,18.77,18.47,18.86,19.75,16.61,22.02,19.71,17.25,22.02,0
101484409,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Other RSPs,NT + SA,Urban,FALSE,FALSE,e4:5xxxxxx,752.72,79.75,909.03,685.84,93.82,904.14,45.44,39.55,45.76,45.48,44.77,45.68,12.3,11.24,24.32,12.1,11.24,13.86,0.74
54368889,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Launtel,VIC,Urban,FALSE,FALSE,9e:0xxxxxx,98.27,3.55,106.04,95.89,3.83,105.85,17.91,3.39,18.68,17.58,3.42,18.6,8.58,7.65,536.05,9.35,7.79,18.62,0.15
2565243,NBN,Fibre to the Premises,100/20 Mbps,Launtel,TAS,Urban,FALSE,FALSE,76:axxxxxx,101.66,10.92,106.09,100.93,42.49,105.69,17.97,14.15,18.34,18.06,14.72,18.34,9.05,8.85,21.48,9.14,8.87,11.12,0
117446013,Non-NBN fixed line services,Fibre to the Premises,100/40 Mbps,,VIC,,FALSE,FALSE,a0:bxxxxxx,107.6,86.38,108.91,106.86,88.85,108.87,38.41,36.91,39.83,38.33,36.91,38.48,3.01,2.9,3.81,2.98,2.93,3.06,0
1188477,NBN,Fibre to the Premises,100/40 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,bc:3xxxxxx,94.62,82.61,96.51,94.33,84.87,96.51,37.87,27.52,38.04,37.88,37.4,38.04,3.48,2.11,5.59,3.69,2.11,5.29,0.77
4991101,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Optus,VIC,Urban,FALSE,FALSE,38:axxxxxx,107.68,42.37,109.91,107.17,86.28,109.31,37.41,36.52,37.71,37.4,36.9,37.54,9.34,8.83,10.15,9.29,8.85,9.6,0
1194621,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,04:4xxxxxx,932.67,920.87,936.35,933.06,921.09,936.28,47.42,47.17,47.53,47.42,47.27,47.47,2.39,2.26,2.91,2.37,2.28,2.5,0
38302845,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,74:axxxxxx,930.33,875.69,935.74,927.9,875.69,935.25,47.27,44.55,47.53,47.12,45.84,47.46,8.38,7.84,9.76,8.45,7.84,9.5,0.06
116680574,NBN,Fibre to the Premises,250/25 Mbps,Exetel,VIC,Urban,FALSE,FALSE,c0:fxxxxxx,271.29,253.58,272.14,271.41,267.28,272.01,23.55,22.21,23.72,23.5,22.21,23.71,3.19,3.07,4.97,3.18,3.08,3.34,0.06
1194623,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,d4:9xxxxxx,907.58,18.12,936.44,868.2,18.12,936.39,46.72,4.01,47.89,45.52,4.01,47.71,3.44,3.01,30.41,4.25,3.01,30.41,0.06
130164866,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,9c:5xxxxxx,106.85,76.45,110.26,106.28,76.45,108.67,18.9,17.98,18.99,18.87,17.98,18.99,2.88,2.76,4.28,2.94,2.78,4.01,0.03
106456197,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,NT + SA,Remote,FALSE,FALSE,e4:fxxxxxx,58.2,12,121.03,40.49,13.04,102.02,6.85,3.12,10.18,5.37,3.12,7.35,69.15,66.53,95.39,69.45,67.3,81.53,0.19
55187593,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,VIC,Minor Rural,FALSE,FALSE,70:3xxxxxx,112.66,7.01,132.81,112.37,90.17,127.89,16.07,8.98,21.02,15.56,8.98,18.78,40.74,35.07,46.2,40.58,35.15,46.16,0
1195145,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,d4:3xxxxxx,54.25,44.05,55.23,54.14,47.08,55.19,19.07,18.7,19.38,19.07,18.87,19.22,10.78,8.53,13.9,10.71,8.54,12.69,0
48464265,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Aussie Broadband,NT + SA,Urban,FALSE,FALSE,e4:3xxxxxx,942.32,913.72,958.26,938.62,913.72,952.5,47.4,41,47.64,47.37,47.02,47.54,15.68,15.55,36.97,15.72,15.56,16.2,1.77
38966409,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,78:8xxxxxx,933.13,843.21,938.94,932.39,896.84,938.94,47.28,44.48,47.46,47.32,46.96,47.46,2.11,2,2.52,2.1,2,2.29,0
